caseidx,i11,caseidX,regionX,districtX,pov_likelihood,motherTogether,noReligion,female,spouseTogether,ageMarried,needToCOVID,unableToCOVID,unableCall7days,unableTrans7days,ct1a0,ct1b0,ct2a0,ct2b0,totExp7days,threatenPartner,hitPartner,logk10,severe_distress,tiredCOVID,awareofCOVID0,trustgovtCOVIDNos0,m110,m120,m130,m140,bd10,bd20,bd30,female0,akan0,married0,ageYrs0,jhs0,hhsize0,selfEmploy0,informal0,incomegrp0,self_hseWork0,Trt
83107,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",83107,Upper East,913,53.299999,0,0,0,1,23,1,1,1,0,70,7,0,8,296,1,1,3.0445225,0,0,1,4,1,1,2,1,,,,0,0,1,62,1,16,1,1,3,0,1
83113,"Food insecurity[i.e., lack of consistent access to enough food going forward]",83113,Upper East,913,40.200001,0,0,0,1,23,0,0,0,0,12,15,5,5,0,1,1,3.4339871,1,1,1,4,4,3,1,1,,,,0,0,1,47,0,7,1,1,1,1,0
83306,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",83306,Upper East,901,11.7,1,0,0,1,21,0,0,0,0,25,22,10,15,513,1,1,2.3978953,0,0,1,4,1,1,2,2,,,,0,0,1,44,1,5,0,0,4,0,2
83404,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",83404,Upper East,901,11.7,0,0,0,1,15,1,0,0,0,20,20,20,15,144,1,1,2.6390574,0,0,1,2,2,2,1,2,,,,0,0,1,55,1,7,1,1,3,0,1
83710,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",83710,Upper East,902,11.7,0,0,0,1,20,1,1,1,1,42,21,0,0,235,2,1,2.9444389,0,1,1,4,1,1,1,1,,,,0,0,1,41,1,6,1,1,1,0,1
84013,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",84013,Upper East,902,2.2,0,0,0,1,18,1,1,0,0,5,2,1,2,0,1,1,3.4965076,1,1,1,3,2,4,1,1,,,,0,0,1,40,1,3,1,1,1,0,1
84102,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",84102,Upper East,902,7.1999998,0,0,0,1,20,1,1,1,0,21,4,0,0,110,3,1,2.7080503,0,1,1,2,1,1,4,1,,,,1,0,0,36,1,6,1,1,1,1,2
84201,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",84201,Upper East,902,29,0,0,0,1,29,0,1,1,0,21,10,1,2,110,1,1,2.6390574,0,1,1,1,1,1,2,1,,,,0,0,1,48,1,11,1,1,1,0,0
84303,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",84303,Upper East,903,29,1,0,0,1,24,0,0,0,1,8,2,0,0,115,1,1,3.1354942,0,1,1,4,1,1,4,1,,,,0,0,1,42,1,6,1,1,1,0,2
84315,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",84315,Upper East,903,40.200001,1,0,0,1,35,1,1,1,1,8,10,0,0,10,1,1,3.1780539,0,1,1,4,2,4,3,3,,,,0,0,1,40,1,6,1,1,2,0,1
84504,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",84504,Upper East,903,.30000001,0,0,0,1,18,0,1,0,1,99,14,14,100,820,1,1,2.4849067,0,1,1,3,2,1,3,3,,,,0,0,1,30,1,3,1,0,3,1,2
84504,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",84504,Upper East,903,.30000001,0,0,0,1,18,1,1,0,1,99,14,90,14,820,1,1,2.4849067,0,1,1,1,1,2,1,2,,,,0,0,1,30,1,3,1,0,3,1,2
84704,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",84704,Upper East,903,19.6,0,0,0,1,25,0,0,0,0,70,5,0,0,48,1,1,2.5649493,0,0,1,2,1,1,4,1,,,,0,0,1,33,1,5,0,0,2,0,1
84705,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",84705,Upper East,903,40.200001,1,0,0,1,20,0,0,0,1,20,15,10,10,165,1,1,2.3978953,0,0,1,2,1,1,1,1,,,,0,0,1,53,1,8,0,0,4,0,0
84713,"Food insecurity[i.e., lack of consistent access to enough food going forward]",84713,Upper East,903,53.299999,0,0,0,1,25,0,0,0,0,35,5,0,0,125,1,1,2.6390574,0,0,1,2,1,1,4,1,,,,0,0,1,70,1,12,0,0,1,0,1
84915,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",84915,Upper East,903,19.6,1,0,0,1,29,1,1,1,1,42,10,0,0,764,1,1,2.7080503,0,1,1,3,1,1,4,1,,,,0,0,1,53,1,7,1,0,1,0,2
85002,"Food insecurity[i.e., lack of consistent access to enough food going forward]",85002,Upper East,903,29,0,0,0,1,20,0,0,1,1,5,20,2,15,138,1,1,2.3025851,0,1,1,2,1,1,1,1,,,,0,0,1,52,0,5,1,1,3,0,1
85011,"Food insecurity[i.e., lack of consistent access to enough food going forward]",85011,Upper East,903,29,0,0,0,1,14,0,0,1,1,0,0,0,0,0,1,1,3.2580965,0,1,1,3,5,2,1,1,,,,0,0,1,60,0,7,1,1,1,0,0
85102,Other specify,85102,Upper East,904,53.299999,0,0,0,1,21,0,0,1,1,0,0,0,0,160,1,1,2.7080503,0,0,1,1,1,1,1,1,,,,0,0,1,49,1,8,1,1,3,0,0
85113,Other specify,85113,Upper East,904,19.6,1,0,0,1,31,0,0,0,0,0,0,0,0,190,1,1,2.3025851,0,0,1,3,1,1,1,1,,,,0,0,1,50,1,6,1,1,2,0,2
85114,Other specify,85114,Upper East,904,11.7,0,0,0,1,25,0,0,0,0,9,20,0,0,100,1,1,2.3025851,0,0,1,2,2,1,1,1,,,,0,1,1,48,1,4,1,1,3,0,1
85115,"Food insecurity[i.e., lack of consistent access to enough food going forward]",85115,Upper East,904,40.200001,1,0,0,1,21,1,1,1,1,0,0,0,0,0,1,1,3.4657359,1,1,1,3,3,2,1,1,,,,0,0,1,27,1,4,1,1,1,0,2
85212,Other specify,85212,Upper East,904,7.1999998,0,1,0,1,,0,0,0,0,28,5,0,0,130,1,1,2.3025851,0,0,1,1,1,1,4,4,,,,0,0,1,49,1,6,1,0,2,0,2
85509,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",85509,Upper East,904,40.200001,0,0,0,1,23,1,1,0,1,8,3,0,0,30,1,1,2.8903718,0,1,1,2,1,3,4,4,,,,0,0,1,35,1,5,1,1,1,0,0
85511,Other specify,85511,Upper East,904,19.6,0,0,0,1,25,0,0,0,0,0,0,0,0,90,1,1,2.3978953,0,0,1,2,1,1,1,1,,,,0,1,1,45,1,4,1,1,2,0,1
85609,Other specify,85609,Upper East,904,40.200001,1,0,0,0,25,0,0,0,0,15,35,0,0,116,1,1,2.3025851,0,0,1,3,1,1,1,1,,,,0,0,1,53,1,5,1,1,3,0,0
85902,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",85902,Upper East,905,29,1,0,0,1,21,1,0,0,0,50,20,0,0,100,1,1,3.1354942,0,0,1,3,1,5,1,1,,,,0,0,1,45,1,4,0,0,2,0,2
86008,Other specify,86008,Upper East,905,40.200001,1,0,0,1,,0,0,0,0,4,20,1,5,100,1,1,2.3025851,0,0,1,2,1,1,1,1,,,,0,0,1,49,0,5,1,1,3,0,1
86104,"Food insecurity[i.e., lack of consistent access to enough food going forward]",86104,Upper East,905,7.1999998,0,0,0,1,26,0,0,1,1,5,2,0,0,76,1,1,3.4965076,1,1,1,2,2,2,3,4,,,,0,0,1,32,1,8,1,1,2,0,0
86202,"Food insecurity[i.e., lack of consistent access to enough food going forward]",86202,Upper East,905,29,0,1,0,1,22,1,1,1,1,0,0,0,0,0,1,1,3.5263605,1,1,1,3,2,4,1,1,,,,0,0,1,50,0,8,1,1,1,0,0
86208,Other specify,86208,Upper East,905,66.800003,0,0,0,1,27,0,1,1,0,11,18,0,0,100,1,1,2.3025851,0,0,1,1,1,1,1,1,,,,0,0,1,54,1,6,1,1,2,0,1
86408,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",86408,Upper East,906,19.6,1,1,0,1,20,1,1,1,1,20,10,0,0,50,1,1,3.0910425,0,1,1,4,3,2,2,2,,,,0,0,1,29,0,10,1,1,2,0,1
86502,Other specify,86502,Upper East,906,63.799999,0,0,0,1,,1,1,0,0,15,30,2,20,140,1,1,2.4849067,0,1,1,2,1,1,1,1,,,,0,0,1,50,1,8,1,1,3,0,0
86506,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",86506,Upper East,906,7.1999998,0,0,0,1,19,1,0,0,0,5,15,2,10,140,1,1,2.3025851,0,0,1,1,1,1,1,1,,,,0,0,1,58,0,11,1,1,2,0,1
86507,"Food insecurity[i.e., lack of consistent access to enough food going forward]",86507,Upper East,906,19.6,1,0,0,1,36,1,1,1,1,2,1,1,1,0,1,1,3.6109178,1,1,1,4,2,3,2,2,,,,0,0,1,40,1,5,1,1,1,0,2
86510,"Food insecurity[i.e., lack of consistent access to enough food going forward]",86510,Upper East,906,11.7,0,0,0,1,20,1,1,1,1,3,1,1,1,0,1,1,3.3322046,0,1,1,2,1,3,1,1,,,,0,0,1,32,1,5,1,1,1,0,2
86705,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",86705,Upper East,906,40.200001,0,0,1,0,16,1,1,1,0,28,5,0,0,175,4,4,3.6375861,1,0,1,3,4,4,1,1,,,,1,0,1,55,1,7,1,1,1,1,0
86712,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",86712,Upper East,906,11.7,0,0,0,1,27,0,0,1,0,15,10,0,0,50,1,1,3.0910425,0,0,1,4,1,4,2,1,,,,1,0,1,,1,3,0,1,1,1,1
86802,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",86802,Upper East,906,19.6,0,0,0,1,24,0,1,1,1,70,20,1,3,315,2,2,2.7080503,0,0,1,4,1,1,4,1,,,,0,0,1,30,1,9,0,0,2,0,2
86805,Other specify,86805,Upper East,906,63.799999,0,0,0,1,20,1,1,0,0,5,20,0,0,140,1,1,2.3025851,0,1,1,2,1,1,1,1,,,,0,0,1,51,0,6,1,1,3,0,1
86808,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",86808,Upper East,906,19.6,0,0,0,1,22,0,1,1,1,15,1,0,0,130,1,1,3.3322046,0,1,1,3,2,4,1,1,,,,0,0,1,33,1,4,0,0,1,0,1
86814,Other specify,86814,Upper East,906,40.200001,1,0,0,1,26,1,1,0,0,10,25,2,15,170,1,1,2.3025851,0,1,1,2,1,1,1,1,,,,0,0,1,54,0,7,1,1,2,0,1
86910,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",86910,Upper East,906,40.200001,0,0,1,0,26,1,0,0,0,20,18,5,15,165,1,1,2.5649493,0,0,1,3,2,1,1,1,,,,0,1,1,61,0,11,1,1,3,0,2
86913,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",86913,Upper East,906,29,1,0,0,1,23,0,1,1,1,0,0,0,0,0,1,1,3.2580965,0,1,1,2,2,3,4,2,,,,0,0,1,65,0,8,1,1,1,0,0
87006,Other specify,87006,Upper East,906,63.799999,0,0,0,1,25,1,1,0,0,0,0,0,0,75,1,1,2.3025851,0,1,1,3,1,1,1,1,,,,0,0,1,49,0,5,1,1,3,0,0
87008,"Food insecurity[i.e., lack of consistent access to enough food going forward]",87008,Upper East,906,40.200001,0,0,0,1,28,0,1,1,1,0,0,0,0,0,1,1,3.4339871,1,1,1,2,4,2,3,3,,,,0,0,1,65,0,6,1,1,1,0,0
87013,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",87013,Upper East,906,53.299999,1,0,0,1,23,1,1,1,0,18,2,0,0,85,1,1,2.7725887,0,0,1,4,1,1,2,1,,,,0,0,1,44,1,9,1,1,1,0,2
87111,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",87111,Upper East,906,29,0,0,0,1,25,1,0,0,0,25,22,10,25,418,1,1,2.4849067,0,0,1,4,1,1,3,2,,,,0,0,1,59,1,9,1,0,4,0,0
87404,"Food insecurity[i.e., lack of consistent access to enough food going forward]",87404,Upper East,907,29,0,0,0,1,20,1,1,1,1,7,3,1,3,0,4,3,3.5553482,1,1,1,2,4,5,2,4,,,,0,0,1,54,1,5,1,1,1,0,1
87415,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",87415,Upper East,907,40.200001,0,0,0,1,20,1,1,1,0,5,3,1,4,134,2,1,3.6109178,1,0,1,1,4,4,5,5,,,,0,1,1,59,0,10,0,1,1,0,2
87501,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",87501,Upper East,907,29,0,0,0,1,25,1,0,0,0,5,10,0,0,70,1,2,3.2188759,0,0,1,4,2,2,2,2,,,,0,0,1,60,1,6,1,1,2,0,0
87508,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",87508,Upper East,907,40.200001,0,0,0,1,21,1,1,1,1,6,3,0,0,95,1,1,2.9957323,0,1,1,2,2,4,3,3,,,,0,0,1,26,0,5,1,1,1,0,2
87604,"Food insecurity[i.e., lack of consistent access to enough food going forward]",87604,Upper East,907,4.3000002,0,0,0,1,25,1,1,0,0,10,10,0,0,150,1,1,2.5649493,0,0,1,4,1,3,3,3,,,,0,0,1,54,1,5,1,1,1,0,1
87605,"Food insecurity[i.e., lack of consistent access to enough food going forward]",87605,Upper East,907,53.299999,0,0,0,1,20,1,1,1,1,0,0,0,0,0,1,1,3.5553482,1,1,1,1,4,4,1,1,,,,0,0,1,40,1,8,1,1,1,0,1
87608,Other specify,87608,Upper East,907,66.800003,0,0,0,1,20,0,1,1,0,0,0,0,0,120,1,1,2.3025851,0,1,1,2,1,1,1,1,,,,0,0,1,50,0,5,1,1,2,0,1
87614,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",87614,Upper East,907,4.3000002,0,0,0,1,31,0,0,1,1,20,50,0,0,300,1,1,2.8903718,0,0,1,4,1,5,4,2,,,,0,0,1,39,1,7,0,1,1,1,2
87712,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",87712,Upper East,907,29,1,0,0,1,27,1,1,0,1,20,5,1,5,0,1,1,3.3322046,0,1,1,3,2,3,1,1,,,,0,0,1,27,1,5,1,1,1,0,0
87903,"Food insecurity[i.e., lack of consistent access to enough food going forward]",87903,Upper East,907,66.800003,0,0,0,1,,1,1,1,1,5,5,1,5,0,1,1,3.5263605,1,1,1,3,3,3,2,2,,,,0,0,1,42,0,7,1,1,1,0,0
87910,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",87910,Upper East,907,40.200001,0,0,0,1,24,1,1,1,1,5,5,0,0,50,1,1,3.1780539,0,0,1,3,1,1,2,2,,,,0,0,1,35,0,5,1,1,1,0,0
87915,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",87915,Upper East,907,40.200001,0,0,0,1,25,1,0,1,1,2,1,1,1,0,1,1,3.583519,1,1,1,2,2,5,2,2,,,,0,0,1,60,1,8,1,1,1,0,2
88007,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",88007,Upper East,908,19.6,1,0,0,1,28,1,1,0,0,15,10,3,5,0,1,1,3.0910425,0,1,1,3,3,2,1,1,,,,0,0,1,28,1,3,1,1,2,0,1
88202,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",88202,Upper East,908,53.299999,0,0,0,1,17,1,0,0,0,15,15,10,10,298,1,1,2.4849067,0,0,1,3,2,2,4,4,,,,1,0,1,56,0,11,1,1,2,0,2
88211,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",88211,Upper East,908,7.1999998,0,0,0,1,25,1,0,0,0,40,40,15,30,417,1,1,2.7080503,0,0,1,4,1,1,1,1,,,,0,0,1,52,1,8,0,0,4,0,1
88302,"Food insecurity[i.e., lack of consistent access to enough food going forward]",88302,Upper East,908,66.800003,1,0,0,1,24,1,1,1,1,0,0,0,0,0,1,1,3.4657359,1,1,1,2,4,3,1,1,,,,0,0,1,35,0,8,1,1,1,0,2
88305,Other specify,88305,Upper East,908,29,1,0,0,1,24,0,1,0,0,0,0,0,0,100,1,1,2.3025851,0,1,1,3,1,1,1,1,,,,0,0,1,55,0,6,1,1,2,0,0
88312,Other specify,88312,Upper East,908,7.1999998,0,0,0,1,24,0,0,0,0,10,5,0,0,115,1,1,2.4849067,0,1,1,3,1,1,1,1,,,,0,0,1,51,1,6,1,1,3,0,0
88314,Other specify,88314,Upper East,908,19.6,1,0,0,1,27,0,0,1,0,6,20,2,15,125,1,1,2.3978953,0,1,1,2,1,1,1,1,,,,0,0,1,57,1,5,1,1,3,0,2
88405,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",88405,Upper East,908,40.200001,0,0,0,1,21,1,1,1,1,20,10,2,2,220,1,1,2.9957323,0,1,1,4,2,2,2,3,,,,0,0,1,52,0,12,1,1,1,0,0
88502,Other specify,88502,Upper East,908,29,1,0,0,1,,0,0,0,0,0,0,0,0,80,1,1,2.3978953,0,0,1,1,1,1,1,1,,,,0,0,1,62,1,6,1,1,3,0,1
88504,Other specify,88504,Upper East,908,29,0,0,0,1,20,1,1,0,0,0,0,0,0,100,1,1,2.3025851,0,1,1,2,1,1,1,1,,,,0,0,1,49,1,6,1,1,1,0,1
88505,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",88505,Upper East,908,7.1999998,0,0,0,1,,1,1,0,0,10,5,0,0,0,1,1,3.4339871,1,1,1,4,2,4,1,1,,,,0,0,1,52,1,5,1,1,2,0,2
88704,"Food insecurity[i.e., lack of consistent access to enough food going forward]",88704,Upper East,908,40.200001,0,1,0,1,,1,0,1,1,25,40,0,0,120,1,1,2.3978953,0,0,1,1,1,1,1,1,,,,0,0,1,56,1,5,1,1,3,0,0
88901,Other specify,88901,Upper East,909,63.799999,0,0,0,1,23,0,1,0,0,5,5,1,5,90,1,1,2.3025851,0,1,1,2,1,1,1,1,,,,0,0,1,47,1,4,1,1,2,0,2
88905,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",88905,Upper East,909,66.800003,0,0,0,1,22,1,1,1,0,12,10,5,10,211,1,1,3.2580965,0,0,1,3,3,2,1,2,,,,0,0,1,63,1,11,1,1,2,0,0
88915,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",88915,Upper East,909,53.299999,0,0,1,0,20,1,0,0,1,17,14,12,15,275,1,1,2.8903718,0,0,1,2,1,2,4,3,,,,0,0,1,57,1,16,1,1,3,0,0
89006,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",89006,Upper East,909,19.6,0,0,0,1,19,1,0,1,1,12,10,5,10,235,1,1,3.0910425,0,0,1,4,2,1,1,3,,,,0,0,1,64,0,16,1,1,2,0,0
89012,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",89012,Upper East,909,29,0,0,1,0,25,1,0,0,0,25,20,10,15,202,1,1,2.6390574,0,0,1,4,2,2,1,1,,,,0,0,1,58,0,9,0,0,4,0,1
89102,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",89102,Upper East,910,19.6,1,0,0,1,32,1,1,0,0,16,12,10,10,315,1,1,2.9444389,0,1,1,2,2,1,1,2,,,,0,0,1,59,0,9,1,1,3,0,2
89112,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",89112,Upper East,909,11.7,0,0,0,1,21,0,0,1,0,18,15,10,12,333,2,1,2.7725887,0,0,1,4,1,1,3,2,,,,1,0,1,57,0,11,0,0,3,0,1
89206,"Food insecurity[i.e., lack of consistent access to enough food going forward]",89206,Upper East,910,4.3000002,0,0,0,1,26,0,0,0,0,4,5,0,0,95,1,1,2.3025851,0,0,1,2,1,1,1,1,,,,0,0,1,51,0,6,1,1,2,0,0
89303,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",89303,Upper East,910,11.7,0,0,0,1,39,1,0,0,0,30,25,15,25,516,2,1,2.7725887,0,0,1,4,1,1,2,2,,,,0,0,1,52,1,7,0,0,4,0,1
89410,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",89410,Upper East,910,53.299999,1,0,0,1,24,1,1,1,0,15,5,0,0,100,2,5,2.7725887,0,0,1,3,1,2,2,1,,,,0,0,1,40,0,9,1,1,2,0,1
89514,"Food insecurity[i.e., lack of consistent access to enough food going forward]",89514,Upper East,911,66.800003,0,0,0,1,25,0,1,0,0,0,0,0,0,120,1,1,2.3978953,0,1,1,3,1,1,1,1,,,,1,0,1,45,0,6,1,1,2,1,1
89604,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",89604,Upper East,911,40.200001,0,0,0,1,26,1,1,1,1,5,3,1,3,70,1,1,3.0910425,0,1,1,4,2,4,3,3,,,,0,0,1,41,0,6,1,1,1,0,0
89713,Other specify,89713,Upper East,911,19.6,0,0,0,1,21,0,1,0,0,0,0,0,0,123,1,1,2.3025851,0,1,1,2,1,1,1,1,,,,0,0,1,49,0,6,1,1,3,0,2
89714,Other specify,89714,Upper East,911,29,0,0,0,1,20,0,0,0,0,5,20,2,15,100,1,1,2.3025851,0,1,1,3,1,1,1,1,,,,0,0,1,51,1,7,1,1,3,0,2
89801,Other specify,89801,Upper East,912,40.200001,0,0,0,1,25,0,0,0,0,10,30,1,5,120,1,1,2.3025851,0,0,1,1,1,1,1,1,,,,0,0,1,47,0,6,1,1,2,0,2
89803,"Food insecurity[i.e., lack of consistent access to enough food going forward]",89803,Upper East,912,29,0,0,0,1,17,1,1,1,1,0,0,0,0,0,1,1,3.4011974,1,1,1,4,2,1,1,1,,,,0,0,1,60,0,7,1,1,1,0,1
89813,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",89813,Upper East,912,63.799999,0,0,0,1,27,1,1,1,0,14,10,0,0,85,1,1,2.8332133,0,0,1,2,1,1,3,1,,,,0,0,1,60,1,12,1,1,1,0,0
89911,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",89911,Upper East,912,7.1999998,0,0,0,1,20,0,0,1,1,0,0,0,0,0,1,1,3.4011974,1,1,1,1,3,1,1,1,,,,0,0,1,45,0,6,1,1,1,0,0
90009,,90009,Upper East,912,40.200001,1,0,0,1,19,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,4,1,1,,,2
90109,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",90109,Upper East,912,40.200001,0,0,1,0,22,1,0,1,0,21,5,0,0,85,2,1,2.8332133,0,0,1,2,1,1,3,3,,,,1,0,1,57,1,7,1,1,2,0,1
90110,"Food insecurity[i.e., lack of consistent access to enough food going forward]",90110,Upper East,912,40.200001,0,0,1,0,23,0,0,0,0,0,0,0,0,140,1,1,2.3025851,0,0,1,3,1,1,1,1,,,,0,0,1,52,0,7,1,1,3,0,1
90202,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",90202,Upper East,912,.80000001,0,0,0,1,25,1,1,1,1,15,20,0,0,600,1,1,2.9957323,0,1,1,4,2,2,2,3,,,,0,0,1,45,1,6,1,1,3,0,0
90204,Other specify,90204,Upper East,912,11.7,0,0,1,0,17,0,0,0,0,10,20,2,10,125,1,1,2.3025851,0,0,1,1,1,1,1,1,,,,1,1,1,45,1,6,1,1,3,0,2
90210,Other specify,90210,Upper East,912,40.200001,0,0,0,1,19,0,0,0,0,3,15,2,0,120,1,1,2.3025851,0,1,1,2,1,1,1,1,,,,0,0,1,48,1,5,1,1,2,0,0
90212,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",90212,Upper East,912,4.3000002,0,0,0,1,28,1,1,0,0,3,2,1,2,0,1,1,3.1354942,0,1,1,3,2,3,1,1,,,,0,0,1,45,1,5,1,1,1,0,1
90310,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",90310,Upper East,913,7.1999998,0,0,0,1,18,1,1,1,0,10,5,10,5,340,1,1,3.2580965,0,0,1,4,3,1,1,1,,,,0,0,1,40,1,7,1,1,2,0,1
90415,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",90415,Upper East,913,53.299999,0,0,1,0,17,0,0,0,0,8,20,3,10,115,1,1,2.5649493,0,1,1,2,1,1,1,1,,,,0,0,1,49,1,6,1,1,3,0,2
90503,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",90503,Upper East,913,29,0,0,0,1,20,0,0,0,0,0,0,0,0,100,1,1,2.3025851,0,1,1,2,1,1,1,1,,,,0,0,1,53,0,5,1,1,3,0,0
